EVTOPTA_EADAS_6001;Borrow 50 gold;Emprunter 50 piиces d'or;50 Goldstьcke borgen;;Tomar prestado 50 de oro;;;;;;;;;x
EVTOPTB_EADAS_6001;Borrow 250 gold;Emprunter 250 piиces d'or;250 Goldstьcke borgen;;Tomar prestado 250 de oro;;;;;;;;;x
EVTOPTC_EADAS_6001;Borrow 500 gold;Emprunter 500 piиces d'or;500 Goldstьcke borgen;;Tomar prestado 500 de oro;;;;;;;;;x
EVTOPTD_EADAS_6001;Borrow nothing;Ne pas emprunter;Nichts borgen;;No tomar prestado nada;;;;;;;;;x
EVTDESC_EADAS_6005;Three Blessings, [Root.GetSocietyRank] [Root.GetFirstName],\n\nYour generous gift to the Order shall not be forgotten. The money will come to good use in the defense against those who threaten the true faith. \n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [From.GetFirstName];;;;;;;;;;x
EVTOPTA_EADAS_6005;Excellent.;Excellent.;Hervorragend.;;Excelente.;;;;;;;;;x
EVTDESC_EADAS_6922_B;I have found out that my superior, [From.GetSocietyRank] [From.GetFirstName], has a guilty pleasure. [From.GetSheHeCap] is a slave to [From.GetHerHis] carnal passions – I saw [From.GetHerHim] together with [lover_of_target.GetTitledFirstName] myself. I have requested a meeting with [From.GetHerHim] and dropped a hint about my recently acquired knowledge. How should I use it to my advantage?;J'ai dйcouvert que m[From.GetOnA] supйrieur[From.Get_E], [From.Get_le_SocietyRank] [From.GetFirstName], a un plaisir coupable. [From.GetIlElleCap] est esclave de ses passions charnelles – je l'ai moi-mкme vu avec [lover_of_target.Get_le_TitledFirstName]. J'ai demandй une rencontre avec [From.GetLuiElle] et j'ai laissй entendre que j'йtais au courant. Comment dois-je l'utiliser а mon avantage ?;Ich habe herausgefunden, dass m[From.Geteineine] Vorgesetzte[From.GetrMale], [From.GetSocietyRank] [From.GetFirstName], einem kleinen Laster frцnt. [From.GetSheHeCap] ist den fleischlichen Lьsten verfallen. Ich habe [From.GetFirstName] mit eigenen Augen zusammen mit [lover_of_target.GetTitledFirstName] gesehen. Ich habe [From.GetFirstName] um eine Unterredung gebeten und angedeutet, was ich vor kurzem entdeckt habe. Wie sollte ich diese Entdeckung zu meinem Vorteil nutzen?;;He averiguado que [From.GetSocietyRank] [From.GetFirstName], tiene un placer prohibido. Siente perdiciуn por las pasiones carnales. Ha sido visto/a con [lover_of_target.GetTitledFirstName]. He solicitado reunirme con [From.GetHerHim] y le he dado una pista sobre mi descubrimiento. їCуmo podrнa usarlo en beneficio propio?;;;;;;;;;x
EVTDESC_EADAS_6922_C;A while ago, I noticed the frail nature of my superior, [From.GetSocietyRank] [From.GetFirstName]. People whisper about the [GetRootFromInsult], but no one has dared to draw any attention to the matter. However, for all [From.GetSocietyRank] [From.GetFirstName] knows, maybe there is a plot in the workings! I could blackmail [From.GetHerHim] to get what I want.;Il y a quelque temps, j'ai remarquй la nature fragile de m[From.GetOnA] supйrieur[From.Get_E], [From.Get_le_SocietyRank] [From.GetFirstName]. Les gens chuchotent sur c[From.GetEEtte] [GetRootFromInsultNounAdj], mais personne n'a osй attirer l'attention sur cette question. Cependant, pour autant que [From.GetSocietyRank] [From.GetFirstName] sache, il pourrait y avoir un complot а l'oeuvre ! Je pourrais [From.GetLeLa] faire chanter pour obtenir ce que je veux.;Vor einiger Zeit habe ich eine Charakterschwдche m[From.Geteineseiner] Vorgesetzten, [From.GetSocietyRank] [From.GetFirstName], bemerkt. Die Leute flьstern bereits "[GetRootFromInsult]", aber es hat noch niemand gewagt, auf diese Angelegenheit aufmerksam zu machen. Allerdings kцnnte bei allem, was [From.GetSocietyRank] [From.GetFirstName] weiЯ, auch eine Verschwцrung im Gange sein! Ich kцnnte [From.GetFirstName] erpressen, um das zu bekommen, was ich haben will.;;Hace tiempo me di cuenta de la naturaleza dйbil de [From.GetSocietyRank] [From.GetFirstName]. Corren muchos rumores sobre su persona, pero nadie se ha atrevido a investigar el tema. ЎSin embargo, segъn [From.GetSocietyRank] [From.GetFirstName], se estб tramando un complot! Podrнa hacerle chantaje para conseguir lo que quiero.;;;;;;;;;x
EVTOPTA_EADAS_6922;I will request a promotion.;Je vais demander une promotion.;Ich werde eine Befцrderung verlangen.;;Le pedirй un ascenso.;;;;;;;;;x
#EVTOPTB_EADAS_6922;I want some of his influence.;Je veux une partie de son influence.;Ich mцchte einen Teil [From.GetHerHis]es Einflusses haben.;;Quiero aprovecharme de su influencia.;;;;;;;;;x
EVTOPTD_EADAS_6922;I will win [From.GetHerHis] trust by a promise to be on [From.GetHerHis] side.;Je vais gagner sa confiance en lui promettant d'кtre de son cфtй.;Ich gewinne [From.GetHerHis] Vertrauen, indem ich verspreche, auf [From.GetHerHis]er Seite zu sein.;;Me ganarй su confianza prometiйndole estar de su parte.;;;;;;;;;x
EVTDESC_EADAS_6912;While the uninitiated might believe that assassins always operate on their own, this is rarely the case. That being said, we are often occupied with our own, equally important, missions. [From.GetSocietyRank] [From.GetFirstName] has asked for my help assassinating [assassin_quest_target.GetTitledFirstName], however I am unsure if I can spare the time...;Tandis que les non-initiйs pourraient croire que les assassins opиrent toujours par eux-mкmes, c'est rarement le cas. Cela йtant dit, nous sommes souvent occupйs avec nos propres missions, tout aussi importantes. [From.Get_Le_SocietyRank] [From.GetFirstName] a demandй mon aide pour assassiner [assassin_quest_target.Get_le_TitledFirstName], mais je ne suis pas sыr[Root.Get_E] d'avoir le temps...;Obwohl Uneingeweihte vielleicht glauben, dass Assassinen im Alleingang operieren, ist dies nur selten wirklich der Fall. Dennoch sind wir oft mit unseren eigenen und genauso wichtigen Missionen beschдftigt. [From.GetSocietyRank] [From.GetFirstName] hat bei der Aufgabe, [assassin_quest_target.GetTitledFirstName] zu ermorden, um meine Hilfe gebeten. Ich weiЯ jedoch nicht, ob ich die nцtige Zeit dafьr erьbrigen kann ...;;Aunque los inexpertos crean que los asesinos siempre actъan por su cuenta, no suele ser el caso. No obstante, a menudo estamos ocupados con nuestras propias misiones, igualmente importantes. [From.GetSocietyRank] [From.GetFirstName] ha pedido mi ayuda para asesinar a [assassin_quest_target.GetTitledFirstName], pero no sй si tendrй tiempo...;;;;;;;;;x
EVTOPTA_EADAS_6912;Help me end [my_quest_target.GetTitledFirstName] and you shall have my blade.;Aidez-moi а en finir avec [my_quest_target.Get_le_TitledFirstName], et vous aurez ma lame.;Helft mir, [my_quest_target.GetTitledFirstName] ein Ende zu bereiten, dann sollt Ihr meine Klinge haben.;;Ayъdame a acabar con [my_quest_target.GetTitledFirstName] y te darй mi espada.;;;;;;;;;x
EVTOPTB_EADAS_6912;Pull some strings for me, and I'll help you.;Tirez des ficelles pour moi, et je vous aiderai.;Zieht ein paar Fдden fьr mich, dann werde ich Euch helfen.;;Mueve algunos hilos por mн, y te ayudarй.;;;;;;;;;x
EVTOPTC_EADAS_6912;Anything for a friend, [From.GetFirstName]!;Je ferai tout pour un[From.Get_E] ami[From.Get_E], [From.GetFirstName] !;Fьr einen Freund tue ich alles, [From.GetFirstName]!;;ЎCualquier cosa por ti, [From.GetFirstName]!;;;;;;;;;x
EVTOPTD_EADAS_6912;I am sorry, I am too occupied.;Je suis dйsolй[From.Get_E], je suis trop occupй[From.Get_E].;Es tut mir leid, aber ich bin zu beschдftigt.;;Lo siento, tengo mucho que hacer.;;;;;;;;;x
quest_dark_elven_assassins_protege;Train Protege;Former un protйgй;Schьtzling ausbilden;;Adiestrar a un aprendiz;;;;;;;;;x
quest_dark_elven_assassins_protege_desc;The names of some [Root.Society.GetName] will live on forever. These extraordinary [Root.GetMenWomen] spent their entire lives studying and practicing the arts of an Assassin – disguise, infiltration, combat, and war strategies, as well as the customs and languages of their enemies. Finding and training the shining star of the next generation is a duty which has fallen upon you.;Les noms de certains Assassins ne seront jamais oubliйs. Ces [Root.GetMenWomen] extraordinaires ont passй leurs vies а йtudier et pratiquer les arts d'un Assassin – dйguisement, infiltration, combat et stratйgies guerriиres, tout comme les coutumes et langues de leurs ennemis. Trouver et former l'йtoile montante de la prochaine gйnйration est un devoir qui vous revient.;Der Name der Assassinen wird ewig weiterleben. Diese auЯergewцhnlichen Menschen studierten und praktizierten ihr ganzes Leben lang die Kьnste eines Assassinen – sich zu verkleiden, die Gesellschaft des Opfers zu unterwandern, den Kampf und Kriegsstrategien sowie die Brдuche und Sprachen ihrer Feinde. Eure Pflicht ist es, den leuchtenden Stern der nдchsten Generation zu finden und auszubilden.;;Algunos miembros de los Asesinos no serбn olvidados jamбs. Estos extraordinarios guerreros pasaron la vida estudiando y practicando el arte del asesinato, el camuflaje, la infiltraciуn, el combate y las estrategias de guerra. Tu deber consiste en encontrar y entrenar a la joven promesa de la prуxima generaciуn.;;;;;;;;;x
quest_dark_elven_assassins_assassination;Assassinate [FromFrom.GetTitledFirstName];Assassiner [FromFrom.Get_le_TitledFirstName];Tцtet [FromFrom.GetTitledFirstName];;Asesinar a [FromFrom.GetTitledFirstName];;;;;;;;;x
quest_dark_elven_assassins_assassination_desc;[Root.Society.GetName] prefer to intimidate their enemies into submission, but a threat is not threatening without any actual weight behind it. Therefore the Order assassinate their biggest enemies publicly to strike fear in the hearts of anyone who dare oppose them. Your mission is to assassinate §Y[FromFrom.GetTitledFirstName]§!, a punishment for [FromFrom.GetHerHis] crimes against the Order and the True Faith.;Les Assassins prйfиrent intimider leurs ennemis pour les soumettre, mais une menace efficace est une menace rйelle. En consйquence, l'Ordre assassine leurs principaux ennemis publiquement afin de semer la terreur chez ceux qui osent s'opposer а eux. Votre mission est d'assassiner [FromFrom.Get_le_TitledFirstNameJ], un chвtiment pour ses crimes contre l'Ordre et la vraie foi.;Die Assassinen ziehen es vor, ihre Feinde einzuschьchtern, um sie gefьgig zu machen, aber eine Drohung ohne Biss ist nichts wert. Deshalb tцtet der Orden seine grцЯten Feinde in aller Цffentlichkeit, um so Angst im Herzen eines jeden zu schьren, der es wagt, sich ihm entgegenzustellen. Eure Mission ist es, §Y[FromFrom.GetTitledFirstName]§! zu tцten – als Strafe fьr [FromFrom.GetHerHis]e Verbrechen gegen den Orden und den wahren Glauben.;;A los Asesinos les gusta intimidar a sus enemigos para someterlos, pero una amenaza no tiene efecto si quien la profiere no es capaz de llevarla a cabo. La orden siempre mata en pъblico a sus mayores enemigos para amedrentar a posibles rivales. Tu misiуn consiste en asesinar a §Y[FromFrom.GetTitledFirstName]§! como castigo por sus crнmenes contra la orden y la verdadera fe.;;;;;;;;;x
quest_dark_elven_assassins_assassination_tooltip;To complete this mission, §Y[Root.GetTitledFirstName]§! must successfully complete a murder plot against [Root.GetHerHis] target, §Y[FromFrom.GetTitledFirstName]§!. To initiate the plot, select the diplomatic action §Y'Plot to Kill'§! by right-clicking on the portrait of §Y[FromFrom.GetTitledFirstName]§!.;Pour rйussir cette mission, [Root.Get_le_TitledFirstNameJ] doit mener а bien un complot meurtrier contre sa cible, [FromFrom.Get_le_TitledFirstNameJ]. Pour initier le complot, sйlectionnez l'action diplomatique §Y'Comploter pour tuer'§! par un clic droit sur le portrait [FromFrom.Get_du_TitledFirstNameJ].;Um diese Mission abzuschlieЯen, muss §Y[Root.GetTitledFirstName]§! eine Mordverschwцrung gegen [Root.GetHerHis] Ziel (§Y[FromFrom.GetTitledFirstName]§!) zu Ende bringen. Um die Verschwцrung zu starten, wдhlt die diplomatische Aktion "§YVerschwцrung zur Ermordung§!", indem Ihr auf das Portrдt von §Y[FromFrom.GetTitledFirstName]§! rechtsklickt.;;Para completar esta misiуn, §Y[Root.GetTitledFirstName]§! debe llevar a cabo un complot de asesinato contra su objetivo, §Y[FromFrom.GetTitledFirstName]§!. Para iniciar el complot, haz clic con el botуn secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§! y selecciona la acciуn diplomбtica §YComplot para matar§!.;;;;;;;;;x
quest_dark_elven_assassins_convert_province;Convert [FromFrom.GetName] to [Root.Religion.GetName];Convertir [FromFrom.GetName] au chiisme;[FromFrom.GetName] zum Schiismus konvertieren;;Convertir a [FromFrom.GetName] al chiismo;;;;;;;;;x
dark_elven_assassins_conversion_desc_real;The most essential goals of [Root.Society.GetName] is to protect the believers of the True Faith and spread the words of [Root.Religion.GetRandomGodName] to every corner of the Earth. While even the most remote lands shall be converted one day, first we must turn to places closer to home. Your mission is to convert the county [FromFrom.GetName] to Shi'ism.;Les principaux buts des Assassins sont de protйger les croyants de la vraie foi et de propager la parole d'Allah, de Mahomet et d'Ali aux quatre coins du monde. Bien que mкme les contrйes les plus йloignйes devront кtre converties un jour, il faut d'abord s'occuper des endroits proches de nous. Votre mission est de convertir le comtй de [FromFrom.GetName] au chiisme.;Die grundlegenden Ziele der Assassinen sind es, die Anhдnger des wahren Glaubens zu schьtzen und die Worte Allahs, Mohammeds und Alis in alle Winkel der Erde zu tragen. Irgendwann werden auch die entlegensten Lдnder konvertiert sein, aber zuerst mьssen wir uns um Gebiete in unserem unmittelbaren Umfeld kьmmern. Eure Mission ist es, die Grafschaft [FromFrom.GetName] zum Schiismus zu bekehren.;;Los objetivos principales de los Asesinos son proteger a los creyentes de la verdadera fe y promulgar el mensaje de Alб, Mahoma y Alн por el mundo. Hasta las tierras mбs remotas se convertirбn a nuestra fe algъn dнa, pero primero debemos centrarnos en regiones mбs prуximas. Tu misiуn consiste en convertir el condado de [FromFrom.GetName] al chiismo.;;;;;;;;;x
quest_dark_elven_assassins_convert_province_tooltip;To complete this mission, the religion of the county [FromFrom.GetName] must become [Root.Religion.GetName]. To convert [FromFrom.GetName], send your court Mullah to §Y'Proselytize'§! there.;Pour achever cette mission, la religion du comtй '[FromFrom.GetName]' doit кtre chiite. Pour le convertir, envoyez votre mollah de la Cour y §Yfaire du prosйlytisme§!.;Um diese Mission abzuschlieЯen, muss das Religionsbekenntnis der Grafschaft [FromFrom.GetName] zu Schia werden. Schickt Euren Hof-Mullah, um die Menschen in [FromFrom.GetName] zu §Ybekehren§!.;;Para completar esta misiуn, el condado de [FromFrom.GetName] debe abrazar el chiismo. Para convertir a la regiуn, envнa al mulб de la corte a que §Yhaga proselitismo§Y.;;;;;;;;;x
quest_dark_elven_assassins_collect_debt;Collect Debt From [FromFrom.GetTitledFirstName];Rйcupйrer la dette [FromFrom.Get_du_TitledFirstName];Schulden von [FromFrom.GetTitledFirstName] eintreiben;;Cobrarle la deuda a [FromFrom.GetTitledFirstName];;;;;;;;;x
quest_dark_elven_assassins_collect_debt_desc;§Y[FromFrom.GetTitledFirstName]§! borrowed a significant amount of gold from the Order. When it was time to pay it back, [FromFrom.GetSheHe] refused. It is your mission to scare §Y[FromFrom.GetTitledFirstName]§! to the point where [FromFrom.GetSheHe] will beg the Order to accept [FromFrom.GetHerHis] money.;[FromFrom.Get_Le_TitledFirstNameJ] a empruntй un montant substantiel d'or а l'Ordre. Au moment de devoir rembourser la somme, [FromFrom.GetIlElle] a refusй. Votre mission consiste а l'effrayer tellement qu'[FromFrom.GetIlElle] suppliera l'Ordre d'accepter son argent.;§Y[FromFrom.GetTitledFirstName]§! hat eine beachtliche Summe Gold vom Orden geliehen. Als es Zeit wurde, sie zurьckzuzahlen, weigerte [FromFrom.GetSheHe] sich. Eure Mission ist es, §Y[FromFrom.GetTitledFirstName]§! so viel Angst zu machen, dass [FromFrom.GetSheHe] den Orden anflehen wird, das Geld zurьckzunehmen.;;§Y[FromFrom.GetTitledFirstName]§! tomу prestada una cantidad considerable de oro de la orden. Cuando llegу el momento de devolverlo, se negу en redondo. Tu misiуn consiste en intimidar a §Y[FromFrom.GetTitledFirstName]§! hasta que suplique a la orden que le dejen pagar la deuda.;;;;;;;;;x
quest_dark_elven_assassins_collect_debt_tooltip;To complete this mission, §Y[Root.GetTitledFirstName]§! must successfully complete a debt collection plot against [Root.GetHerHis] target, §Y[FromFrom.GetTitledFirstName]§!. To initiate the plot, select §Y'Collect Debt from [FromFrom.GetFirstName]'§! in the Intrigue menu.;Pour rйussir cette mission, [Root.Get_le_TitledFirstNameJ] doit mener а bien un complot de rйcupйration de la dette contre sa cible, [FromFrom.Get_le_TitledFirstNameJ]. Pour initier le complot, sйlectionnez l'action diplomatique §Y'Rйcupйrer la dette de [FromFrom.GetFirstName]'§! dans menu 'Intrigue'.;Um diese Mission abzuschlieЯen, muss §Y[Root.GetTitledFirstName]§! eine Schuldeneintreibungsverschwцrung gegen [Root.GetHerHis] Ziel (§Y[FromFrom.GetTitledFirstName]§!) zu Ende bringen. Um die Verschwцrung zu starten, wдhlt "§YSchulden von [FromFrom.GetFirstName] eintreiben§!" im Intrigenmenь.;;Para completar esta misiуn, §Y[Root.GetTitledFirstName]§! debe llevar a cabo un complot de cobro de deuda contra su objetivo, §Y[FromFrom.GetTitledFirstName]§!. Para iniciar el complot, selecciona §YCobrarle la deuda a [FromFrom.GetFirstName]§! en el menъ Intriga.;;;;;;;;;x
quest_dark_elven_assassins_occupy_holding;Occupy [FromFrom.GetName];Occuper [FromFrom.GetName];[FromFrom.GetName] besetzen;;Ocupar [FromFrom.GetName];;;;;;;;;x
quest_dark_elven_assassins_occupy_holding_desc;To protect the True Faith, the Assassins must sometimes make a preemptive strike against the infidels. You shall attack one of our enemies' key holdings, the [FromFrom.GetHolding] of [FromFrom.GetName] in [FromFrom.Location.County.GetName]. Your mission is completed when the [FromFrom.GetHolding] is under your control.;Afin de protйger la vraie foi, les Assassins doivent parfois faire une frappe prйventive contre les infidиles. Vous attaquerez une propriйtй clй de nos ennemis, [FromFrom.GetHolding] de [FromFrom.GetName] en [FromFrom.Location.County.GetName]. Votre mission s'achиvera lorsque [FromFrom.GetHolding] sera sous votre contrфle.;Um den wahren Glauben zu schьtzen, mьssen die Assassinen manchmal prдventiv gegen die Unglдubigen vorgehen. Ihr werdet einen der wichtigsten Stьtzpunkte unserer Feinde in [FromFrom.GetHoldingdiedasden] von [FromFrom.GetName] in [FromFrom.Location.County.GetName] angreifen. Eure Mission ist zu Ende, wenn sich der Stьtzpunkt unter Eurer Kontrolle befindet.;;A veces, los Asesinos deben atacar de forma preventiva a los infieles para proteger la verdadera fe. Tu misiуn consiste en atacar y tomar el control de uno de los territorios esenciales de nuestros enemigos: el/la [FromFrom.GetHolding] de [FromFrom.GetName] en [FromFrom.Location.County.GetName].;;;;;;;;;x
